gene	jh44	jh45	jh46	jh47	jh61	jh62	jh63	jh64
oppA	12405	20502	2346	1467	11837	22203	862	1258
oppB	1223	855	480	166	1340	1325	180	153
oppC	1191	706	701	216	1331	1020	296	206
hns	66666	99419	6722	4135	71432	76508	3226	2943
tdk	2091	1142	312	94	1522	1124	119	81
adhE	25023	15788	5690	2266	20650	19245	1960	1477
kptA	47	114	31	29	46	71	18	13
oppD	2062	1496	999	327	2154	2201	432	282
oppF	2350	1464	1006	303	2466	2169	445	331
kdsC	1607	1429	601	271	1615	1660	175	207
emrB	669	492	1002	362	697	556	413	224
dsdA	2407	11292	598	1199	1110	5878	121	352
ygaH	317	169	364	107	270	202	141	91
mprA	10802	4649	1840	471	7631	4172	557	379
ampH	1476	1229	540	245	1373	1536	231	210
yaiV	2	2	4	2	1	2	2	3
yaiW	791	1544	299	166	589	1379	131	148
sbmA	478	436	239	135	353	511	70	105
lpxK	537	401	784	279	568	379	344	191
msbA	3574	2671	2113	831	3652	2597	840	487
iraP	620	1399	134	100	411	1044	57	82
ddlA	5957	6458	1228	539	4244	6057	483	359
rpsA	162836	125164	63327	24709	252549	157920	33613	17814
phoA	175	299	167	131	219	253	85	120
cyoB	38238	23993	24420	7189	62470	36886	12734	5257
cyoC	15609	10124	8046	2387	24784	14859	4353	1882
cyoD	11273	6600	4277	1246	14143	9474	2129	891
cyoE	7783	4803	11185	3418	11486	6767	5789	2471
ycaL	141	102	50	22	114	75	28	21
aroA	4628	3194	1106	354	2877	2767	333	229
ycfT	9	17	56	35	27	10	11	20
mfd	7219	3012	2696	633	5191	3829	831	512
ycfS	546	410	108	23	383	334	33	22
bhsA	230	253	83	38	111	180	38	60
ycfQ	807	891	333	169	532	721	96	114
ycfJ	62	205	128	102	53	178	44	78
ndh	32004	17631	5299	1457	23740	16980	2057	1071
ycfP	3296	4328	701	302	2405	3674	245	229
nagZ	1986	1254	730	285	1640	1501	278	189
thiK	198	169	420	204	172	154	148	163
yjeH	276	372	169	128	486	282	91	107
glpB	1095	2369	533	459	2277	3005	493	334
ampC	824	652	141	90	794	750	50	61
ybgJ	571	1279	471	254	525	1257	182	150
ybgI	4820	5721	607	310	3382	5142	217	190
dtpD	195	48	111	27	312	78	58	28
phr	97	132	87	53	137	154	42	54
abrB	51	52	58	35	52	61	59	31
nei	349	112	201	62	373	172	70	37
ybgL	389	368	388	182	345	376	125	119
ybgK	951	1282	571	305	750	1272	163	197
rhaA	27	27	26	14	37	37	5	16
rhaD	104	114	20	13	70	65	17	18
ybgP	8	16	23	7	8	4	4	7
ybgO	2	5	15	8	10	6	2	12
rhaT	14	28	41	25	9	11	11	17
rhaR	14	15	26	14	25	10	17	8
rhaS	33	58	69	43	27	46	15	35
rhaB	7	6	63	62	10	6	33	47
rpoB	83369	82623	30921	15294	110940	111712	16282	9743
djlB	32	20	21	17	12	15	7	5
ybeR	4	2	7	4	2	3	8	4
holA	546	487	987	426	604	494	462	358
nadD	727	845	358	135	716	846	134	119
cobC	220	66	196	75	230	117	111	87
ybeB	3019	1595	607	207	3197	1776	223	185
ybeQ	11	22	85	46	15	9	28	33
ybeL	1295	1876	146	98	660	1848	76	66
leuS	22880	14464	6494	2462	26442	19760	2855	1864
lptE	1766	2571	1505	659	1857	2552	671	554
ydhO	940	680	230	74	804	648	108	81
grxD	11924	21482	1443	899	9606	13807	597	573
ydhP	286	470	92	79	260	506	31	47
sodB	34864	37801	3589	2128	33872	35389	1900	1524
gloA	4313	3992	522	178	3594	3443	210	160
nemA	1297	1807	265	194	1265	1763	111	144
lhr	113	78	283	109	161	80	99	66
rnt	1575	1350	311	118	1379	1396	139	90
purR	3737	5179	951	545	3544	4292	393	357
ynhF	1061	3265	167	200	894	2144	85	126
infB	34855	41440	10358	5670	55340	46481	7065	3744
csgE	7	12	4	10	4	8	3	5
csgF	11	26	13	21	6	23	6	13
csgG	32	72	38	57	20	64	23	49
ycdZ	306	131	436	155	443	154	173	115
csgC	17	51	318	339	11	37	86	243
csgA	173	392	71	73	111	325	23	33
csgB	5	2	15	5	1	3	11	5
csgD	25	108	27	22	40	63	8	20
ymdB	748	1341	538	492	543	1048	185	313
ymdA	5071	17496	650	595	3420	10060	194	325
chbA	53	56	18	7	59	45	5	7
cpxP	473	220	331	114	249	169	107	101
sgcX	23	25	19	10	38	33	8	10
purM	5276	1665	1097	227	2380	2138	241	208
eco	3613	7604	323	312	2115	5501	127	207
uraA	2048	742	710	185	2819	996	345	127
upp	16175	11982	2187	691	17685	12214	1023	545
yfgF	47	61	92	76	35	33	26	40
yfgG	1500	1166	226	110	960	994	68	88
ppk	3302	3121	1787	694	2604	3338	622	524
ppx	4145	2042	1611	378	3497	2488	516	340
yfgH	52	56	23	19	68	40	9	12
yfgI	64	55	43	33	28	30	11	12
rlmB	2742	3149	613	286	2597	2940	268	181
cspI	8	15	4	3	8	4	2	2
ynfN	12	9	51	43	2	3	24	38
srlA	202	878	45	51	497	1495	75	56
srlE	230	613	96	81	767	1259	121	102
srlB	551	775	176	128	959	1449	122	179
srlD	1081	934	273	156	1971	1989	186	148
gutM	64	103	29	15	117	182	22	18
srlR	1169	666	286	120	980	582	186	85
pinQ	7	14	3	0	4	11	1	0
ydfK	2	1	1	0	2	0	0	0
stfQ	2	4	13	7	1	3	10	9
tfaQ	0	1	0	0	0	0	0	0
ynfO	20	6	0	0	8	4	2	0
gnsB	1358	3769	253	235	946	1485	112	162
ydfO	23	5	4	1	14	6	4	0
ada	89	277	131	190	86	245	70	122
pyrI	593	97	82	12	305	172	24	9
alkB	40	103	34	51	41	104	15	55
yjgH	73	101	15	11	30	82	4	5
argT	319	4678	123	416	350	2896	60	254
ubiX	473	1012	183	209	304	883	40	120
hisP	325	1475	105	196	297	1272	46	131
nuoA	4393	13731	1530	2221	5887	14604	895	1505
hisQ	74	695	96	227	113	708	60	173
hisJ	3143	9347	374	625	3093	10194	180	474
yfcG	41	280	27	26	26	328	8	48
folX	3202	4243	433	331	2674	3889	132	268
yfcH	1710	4352	649	796	1414	5548	266	580
lrhA	1354	9292	638	1418	1373	6298	310	936
yjeI	3726	10420	556	432	2303	7177	235	219
nuoC	11933	37807	6049	6569	19804	45975	3331	4189
rpsN	36126	47063	15846	7366	58024	49379	10124	4327
rpsH	46043	40263	20938	9643	81662	47840	12755	5713
rplF	55217	45717	27041	12219	81323	61381	17096	7382
rplR	40698	29873	18425	8133	67756	37043	11694	5137
rpsE	53175	50501	24221	11008	91288	61641	14087	6400
nuoB	7800	24818	2250	3117	10446	27934	1261	2001
rplO	45715	41158	23217	10877	72550	48175	14092	6252
secY	16188	16061	64180	29231	29758	18739	39461	18273
rpmJ	23993	20915	5142	2363	46951	20759	3332	1582
yfjR	12	8	26	18	8	13	16	9
fcl	27	27	18	10	17	30	5	9
gmd	93	122	24	28	93	158	12	32
wcaF	3	9	15	16	0	7	6	11
wcaE	9	56	6	18	10	33	2	16
cpsG	47	107	27	37	51	124	17	37
cpsB	148	383	69	42	226	252	15	29
wcaI	10	32	16	24	13	17	11	28
gmm	4	12	7	16	4	9	3	14
ecnA	193	68	126	20	167	54	48	28
wcaD	7	18	9	20	7	13	4	20
wcaC	23	87	20	30	15	70	2	20
ubiB	965	538	1121	275	818	585	406	223
prr	230	207	105	56	144	281	30	37
ydcV	19	16	29	9	24	37	8	12
yjaA	17	10	13	4	28	7	2	8
ydcS	63	120	38	41	55	166	27	26
ydcR	650	1382	207	179	622	920	104	120
ydcU	11	19	26	12	15	18	15	18
ydcT	7	24	24	18	17	40	9	11
yncJ	25	67	9	10	20	39	6	3
ydcP	2424	1890	826	433	2590	1810	372	286
hicB	475	651	58	48	293	445	20	33
hicA	16	29	42	35	16	25	15	20
slp	77	74	35	16	58	85	7	14
ycjT	33	30	55	26	21	34	26	26
mliC	114	242	145	158	83	123	51	91
pdxH	1952	2134	423	179	1579	2276	167	114
ycjS	18	16	25	24	20	17	7	18
nth	593	470	188	96	545	438	97	75
rsxE	601	492	256	100	619	595	140	86
rsxG	610	497	306	155	588	464	155	129
rsxD	637	630	531	305	804	688	294	240
tyrS	13815	16897	3312	1795	11206	17096	1248	1219
pdxY	2040	1925	540	196	1367	1602	189	115
gstA	1127	2547	185	164	646	2172	55	98
dtpA	5536	7175	2444	1550	6639	7149	1266	884
garK	117	104	105	94	123	93	46	77
frlA	24	31	61	60	15	23	14	39
yhaC	23	13	15	8	25	14	2	12
yhaB	5	1	6	1	1	0	2	2
garD	125	253	79	63	199	290	30	35
garP	9	28	17	19	12	10	19	12
garL	60	58	20	22	61	54	4	9
garR	277	474	59	40	240	348	20	17
yhaV	273	236	135	84	192	178	49	56
prlF	722	1241	141	117	546	767	54	71
cysG	1183	1190	541	240	973	1150	246	172
dnaK	242194	64789	48228	6831	188628	123497	15267	7810
dnaJ	11984	7727	4683	1006	13525	12697	1862	1084
yaaW	30	17	20	14	30	25	13	5
yaaI	14	7	4	3	7	6	1	3
hokC	6	2	15	8	7	6	18	8
yhbT	1664	860	566	261	1108	777	289	136
insL-1	0	0	0	0	0	0	0	0
mokC	7	2	21	9	9	7	23	12
yphD	67	88	56	38	32	111	24	34
yphE	24	35	95	69	25	32	45	39
nhaA	2134	1454	845	334	2067	1558	290	224
nhaR	317	255	177	68	262	246	62	54
yphH	245	469	124	105	168	358	43	59
glyA	54205	68016	8466	4337	43351	75629	3036	2842
hmp	2433	3267	447	228	2574	3316	189	137
glnB	9292	5902	1461	382	5914	4813	522	299
iscX	3514	3063	862	444	3286	2633	316	261
fdx	6196	9067	1470	795	5723	7025	559	483
hflC	6095	4073	3417	1152	5796	4379	1400	872
frlC	34	82	57	45	36	67	18	33
rlmN	5841	7471	2067	1178	7206	8656	1032	886
ndk	22449	37958	2237	1434	32156	29204	1171	909
pbpC	209	184	435	229	237	174	186	180
yfhM	2209	2735	1877	1051	1757	2208	833	798
sseA	5581	7055	1095	530	3914	5857	467	351
sseB	3779	4531	1268	610	3142	3661	522	388
pepB	14852	21053	2986	1824	14199	24416	1309	1063
ugpE	16	58	25	16	44	80	7	6
rfaC	1084	351	786	123	927	461	298	117
yegJ	19	116	8	13	17	72	1	14
rfaD	15043	7477	2662	606	12352	9405	978	487
yibB	2701	469	821	75	1213	547	126	71
kbl	9175	3499	2235	526	8150	5915	952	462
ygcU	54	37	59	30	95	51	37	38
yibD	28	14	20	3	28	19	11	11
mltC	629	567	367	194	670	548	147	117
envC	959	982	1381	435	948	786	503	408
gpmM	9183	6457	1787	550	7245	6932	670	383
hflK	8558	6710	4395	1446	7823	7297	1844	1112
nupG	774	370	290	93	1589	559	281	77
nupC	6729	7252	1911	904	8343	8035	1034	738
def	3612	2449	947	387	2900	2231	390	290
truD	5926	3117	2765	846	4751	3514	1020	584
surE	2081	1360	1689	574	1790	1552	635	432
ispD	2123	1113	1615	461	1700	1181	629	366
ispF	3994	2343	1193	310	2709	2660	404	205
rpoS	17691	33796	4074	3729	9734	24744	1809	2809
ygbN	39	51	84	60	54	48	43	56
pcm	2241	1573	1028	377	1565	1532	407	262
nlpD	8626	8314	2659	1623	6293	7709	1199	1437
yegL	13	46	50	49	12	22	23	37
ygbE	301	200	182	109	159	205	53	86
ftsB	1116	477	901	263	958	575	305	209
hflX	3846	4187	3398	1421	3252	4322	1188	1031
insH-6	8	10	11	2	10	10	4	1
accC	18924	12606	7767	2837	24859	14890	4380	2379
eutN	0	1	0	2	1	2	1	0
hfq	20631	17567	3153	1347	16199	15376	1403	995
eutE	14	41	26	26	27	35	15	18
yhbU	417	20	211	11	240	33	101	9
ruvA	947	994	278	172	744	863	113	119
ruvB	1083	1312	375	222	661	1066	115	133
znuA	2182	2460	435	256	2206	1809	238	221
yebA	1133	1414	535	307	1241	1240	243	244
znuB	228	285	132	107	221	327	41	43
znuC	529	654	172	128	449	479	56	52
yebK	818	758	296	144	1167	732	214	105
zwf	10890	13076	2165	1126	10750	12307	887	667
lpxM	1321	1911	395	247	1103	1513	154	175
pykA	11515	10251	2121	956	11912	10973	1118	650
rpiA	27072	8363	3745	394	19459	8877	1370	356
serA	7124	15073	1545	1430	5253	13476	573	872
yhdT	344	218	91	27	268	237	26	23
pepP	9785	4029	3422	675	10553	4835	1517	480
yaiZ	146	136	56	26	173	122	52	22
zapA	4672	1765	2321	700	2962	1341	854	510
ygfB	8099	3787	1935	365	6565	3523	768	281
fau	439	220	232	55	286	164	104	58
ibsC	5	0	48	11	2	0	24	12
yaiY	24	92	13	8	16	58	6	8
bolA	1567	2078	339	215	1186	1521	115	146
yajG	8329	6461	899	378	8850	5851	385	328
pitA	7583	3115	3701	942	6818	2944	1741	678
psiF	39	146	21	18	28	148	2	12
cyoA	24762	26880	12282	4291	33490	30901	6445	3253
yfcD	4875	7068	1089	812	3155	6626	291	532
ycaI	23	31	67	43	24	22	32	34
ihfB	9842	27114	1563	1093	6649	21977	698	840
serC	8058	10206	2064	1305	5594	8797	580	752
yeaQ	1075	3049	164	182	12	2745	8	123
gor	7241	5758	1537	455	5361	6363	604	378
ycaP	50	111	43	34	24	137	9	22
mgrB	549	628	194	97	312	629	50	72
yebO	997	925	463	229	660	678	174	172
kdgR	2979	2124	560	232	2459	2008	264	202
sad	832	536	228	109	587	557	59	79
htpX	5813	4472	2035	882	4190	4132	570	512
yajR	808	568	607	227	522	415	222	195
proQ	10371	14447	3202	1840	11661	12150	1429	1179
prc	5069	5523	3091	1608	4774	5015	1403	1184
yebS	173	244	126	64	161	221	45	53
msrC	2456	4667	539	403	2361	3576	228	259
yajQ	11087	6123	1660	585	8558	5272	641	358
fadA	74	871	64	206	163	663	34	74
yoaG	31	144	5	12	0	305	2	11
norR	471	444	325	168	580	581	154	125
yjjG	1489	1179	360	117	1251	1494	140	137
yfbT	644	984	451	605	486	1133	174	359
tam	117	385	39	36	81	326	11	22
sgcA	95	186	24	17	66	153	9	9
yeaR	77	444	15	15	3	918	0	34
yfbS	136	305	157	187	105	256	88	132
lptG	1164	1086	986	406	1150	1092	389	298
yjgR	350	455	172	103	250	455	67	73
valS	26237	11906	8585	3025	29609	17371	3625	2098
holC	409	512	625	312	495	512	233	239
pepA	8966	11685	2682	1744	7849	9840	998	989
uxaB	129	344	68	49	159	243	32	14
purD	1642	836	567	128	820	1049	126	102
rraB	5267	3801	1005	345	4921	3440	420	247
yjbS	2	3	2	2	1	2	0	1
yjgN	22	9	49	53	17	9	25	26
yciB	1612	1844	430	225	1317	3497	147	306
yciA	2360	1926	542	226	1535	2309	212	278
tonB	1301	1977	518	283	1108	3671	192	407
yciI	1927	4647	252	216	1018	4936	83	179
kch	482	378	154	54	336	613	50	82
yciY	1621	1052	421	199	1201	2062	190	437
cls	1110	2052	665	496	910	3390	232	590
yciU	858	1011	286	173	629	1423	124	197
phnJ	8	4	6	6	4	5	6	6
phnI	10	7	25	19	21	9	20	14
atpA	86339	59895	27138	7528	87738	68374	12380	5476
phnK	11	5	14	4	8	9	8	12
phnF	5	2	5	5	6	2	3	2
ompW	1758	742	203	43	706	447	69	36
yciC	1750	1131	546	217	1302	2106	153	254
yeaO	245	583	61	60	2	442	2	29
ecnB	423	2183	79	133	441	2951	50	164
yhbW	1049	917	213	85	779	1078	79	77
yeaN	186	218	116	65	15	188	15	47
zraR	344	209	117	40	220	234	51	27
tyrB	2780	4495	534	338	2402	3225	220	162
yeaP	611	922	289	232	2	706	4	137
mukB	9809	6396	5910	2181	8663	7570	2397	1477
ycbB	726	1025	422	263	512	1107	165	195
yajL	1534	2015	372	148	1279	2184	147	120
panE	1319	1257	492	214	1069	1154	194	198
rdgC	3985	2685	620	196	2914	2474	192	124
mak	615	658	154	65	483	675	75	48
kdsB	5673	3714	1341	425	3766	3422	456	322
ycbJ	108	332	78	38	100	295	68	27
ycaQ	52	35	200	89	43	37	71	57
ycaR	2156	1800	330	94	1625	1369	121	69
mukF	2009	1488	1033	381	1730	1563	440	321
mukE	1990	1370	745	271	1697	1380	276	167
ycbC	276	503	115	84	180	379	45	66
smtA	942	600	796	272	664	544	266	202
tmk	867	610	356	209	747	698	152	123
holB	598	664	444	229	631	697	183	142
pabC	333	457	193	114	233	397	62	76
yceG	380	768	352	206	495	647	117	128
fhuE	85	190	76	41	149	254	38	43
hinT	4992	10894	651	414	3406	9246	213	277
ycfH	1920	1930	395	198	1598	1749	165	125
ptsG	6997	6181	3096	1011	11836	7732	2115	911
ycfL	296	451	548	358	267	330	168	212
lpoB	2526	4648	853	585	1706	4694	263	366
dusC	219	327	190	138	194	323	62	98
ydjX	79	10	50	5	55	8	29	6
argB	191	168	82	30	192	227	33	25
ydiE	91	44	20	10	77	51	12	6
yohF	22	177	14	32	10	252	12	29
ybgQ	12	12	87	59	12	8	36	51
ybgD	4	12	13	12	4	7	8	7
gltA	11232	80173	2237	5494	17714	64137	1299	2758
sdhC	4909	13369	758	1448	10187	13125	574	962
sdhD	3221	11005	831	1380	5308	11239	551	771
sdhA	15541	60782	5183	8997	31233	64828	3824	5340
sdhB	8786	27148	2352	3935	17358	25392	1621	2258
sucA	33770	50669	13921	9921	58345	68997	8487	6047
sucB	44229	61669	10020	6349	59772	83325	5675	4133
sucC	22973	29511	6245	4571	36148	38604	3777	2571
yohC	12	97	21	25	15	90	8	29
rplI	61149	86717	11663	6870	95652	70047	7820	4546
yjfZ	92	47	38	16	97	39	18	18
priB	4142	3267	8985	4860	4899	2679	5875	3075
rpsR	47891	79695	6314	3570	71616	55392	4486	2504
mrdA	1071	872	1078	355	1606	923	486	330
rlmH	904	766	684	261	1025	856	294	166
aroH	2322	2824	681	457	2186	2369	272	288
tatE	1791	1628	381	193	1244	1234	129	125
lipA	25400	40072	4195	2443	22387	34672	1747	1630
ybeF	39	19	41	15	50	14	9	20
lipB	1630	1247	557	175	967	1062	157	145
ybeD	8334	6127	997	351	6244	7049	277	278
dacA	11520	8782	2436	945	9794	8972	819	628
rlpA	4448	7285	1383	754	3761	6840	698	570
mrdB	976	609	824	307	1267	702	405	244
rsgA	2888	2095	1104	530	2561	2130	438	342
yjiY	1562	3905	964	707	3475	13027	765	1447
ybiP	249	177	133	71	392	192	74	74
mdtG	120	59	72	41	95	95	42	35
lpxL	1977	1166	596	208	1667	1313	205	155
yceK	57	54	15	7	55	62	3	3
msyB	435	2078	62	59	254	2217	26	62
opgG	12178	17420	2099	1110	10474	18683	699	702
opgH	4649	5540	2986	1699	4611	6049	1367	1241
ymdC	658	570	418	225	501	676	108	132
opgC	526	133	155	45	545	274	86	52
asnA	1982	482	826	75	888	942	159	90
yceA	5429	3902	1106	347	3504	3240	284	234
yceI	1017	1088	93	40	807	915	35	33
setB	43	51	42	64	65	72	21	59
atpB	17271	11943	8040	2608	17343	14156	3188	1770
yhjD	346	461	119	70	191	513	34	56
atpI	263	179	1708	576	241	145	598	500
bamB	17078	11466	6066	2286	12716	12139	2156	1562
der	9785	7018	3446	1283	11086	10081	1318	899
hisS	16942	14764	5969	2145	15372	17645	2285	1568
yfgM	6066	4829	2832	936	5965	5460	1031	622
guaB	48635	19930	7115	1603	35214	23467	2274	1179
guaA	43614	20792	10690	2548	32568	24174	3758	1769
yfgJ	1073	817	279	106	1051	984	97	75
xseA	2510	6291	1255	1151	2599	5033	414	826
sugE	84	79	89	42	94	90	40	44
mnmG	5343	6245	2078	1074	7085	6913	986	755
rodZ	7660	10547	2935	1305	6982	9382	989	907
ispG	10014	6612	4372	1701	9395	7337	1815	1208
hydN	44	25	21	16	44	21	6	8
clpX	70143	80850	68041	38070	83112	74273	32924	36891
norW	43	40	51	21	34	31	23	23
norV	117	54	70	34	87	63	31	31
hycI	546	591	197	88	297	569	62	56
ascB	291	244	153	92	249	274	64	70
ascF	41	100	152	104	58	84	68	87
lon	42600	17030	13777	2892	28708	24540	4353	2773
hycG	134	107	199	129	117	175	85	136
hycH	108	95	84	46	85	117	28	28
tig	119207	75111	20228	6127	117817	75613	10017	4490
yjfP	226	458	81	51	180	371	36	43
clpP	183102	169362	98559	51856	175497	152674	51634	42388
yhdX	8	6	21	17	3	5	11	12
pepE	1024	490	170	51	891	513	82	41
ybaV	42	152	43	27	39	72	16	15
ygfQ	168	65	125	35	171	85	51	35
dnaT	561	688	208	78	492	598	57	56
fadM	17	97	14	8	18	40	4	9
yhdZ	134	120	79	53	102	107	19	32
hupB	32280	62888	5773	2973	28497	45402	2581	1860
flk	595	704	307	199	454	745	116	189
pdxB	4117	6183	1370	1002	2934	6370	442	662
usg	3458	5903	932	747	3123	7195	370	532
truA	1032	1807	843	974	1114	1813	405	723
dedA	798	1480	410	414	838	1930	148	290
ppiD	10073	10779	4217	1633	8651	9713	1543	1094
folC	3187	4328	1236	861	2773	5371	491	662
dedD	1060	3723	685	666	849	3572	268	469
cvpA	231	353	353	220	220	413	94	184
purF	2975	1435	747	321	1346	2261	193	269
mscL	1910	3509	427	203	1481	3384	181	170
yejL	2456	3377	575	396	2147	3252	181	379
rsmB	3255	1442	840	155	3431	1838	354	149
trkA	1619	847	881	218	1419	1054	349	225
rplQ	66379	76131	20592	10997	97398	68876	13082	6868
rpoA	63847	63052	56157	30328	75418	62767	34239	17698
zntR	703	598	116	57	479	578	31	53
yejK	3364	5348	829	635	2809	4601	291	442
nirB	858	66	359	75	645	193	198	50
nirD	34	25	26	4	75	27	21	6
rpsD	81887	83062	31417	16705	127272	78199	18521	9611
rpsK	49353	60939	20947	10823	72496	56845	12446	6620
rplY	44716	73361	7532	3814	51676	53365	4013	2928
dcd	1636	5965	752	985	1234	5719	313	658
asmA	543	1803	708	919	537	1490	330	625
yegH	752	654	434	246	556	775	153	180
wza	11	98	8	24	14	60	1	18
wzb	3	13	2	7	7	14	3	10
wzc	24	86	29	49	34	86	23	37
wcaA	15	60	9	24	12	43	2	9
wcaB	1	10	4	9	5	8	1	2
insH-8	0	0	0	0	0	0	0	0
glpX	2083	738	744	190	1761	1118	405	141
rnc	6970	4338	2062	744	7497	4752	736	621
yegE	313	870	443	482	228	718	165	342
udk	3027	6214	618	447	2598	6956	207	338
yncL	311	223	99	84	148	224	37	56
ydcX	41	132	16	22	56	121	7	20
ydcY	3120	2918	565	272	2130	1994	212	187
ydcZ	42	109	41	25	50	65	17	21
yncA	549	1066	81	72	328	818	29	43
curA	295	559	86	56	220	654	36	35
mcbR	15	61	29	28	18	62	11	20
yncD	1031	1017	338	143	1167	1079	141	94
yncE	4192	4657	649	331	3630	5553	302	277
ansP	164	130	168	76	230	97	63	33
yejM	863	2094	1391	1229	857	1963	540	1038
era	7057	4523	2673	962	6936	5023	1220	802
aroB	2395	2706	2638	1359	2362	2621	1169	853
acpS	724	645	503	206	573	625	169	120
rstB	823	1100	553	278	760	1315	194	272
tus	385	541	130	75	345	572	35	55
ydgC	72	678	33	61	83	420	14	25
rstA	2260	3412	524	336	1568	3384	192	294
ydgI	379	189	309	98	648	247	158	81
folM	334	337	107	55	334	308	45	33
pntA	5164	11389	1655	1459	4387	10233	612	800
ydgH	9534	10004	1285	451	7639	8886	542	313
tqsA	67	116	51	37	60	89	24	15
pntB	2101	4021	1482	1200	1997	3653	582	632
csiD	93	518	48	68	71	604	23	46
rpsO	51706	34489	8698	3174	56918	32982	5029	2719
truB	1753	1765	1241	677	2592	1721	822	466
yphC	294	326	87	56	280	364	46	39
yphB	78	126	70	57	76	136	30	39
yrbN	115	109	126	79	225	141	74	43
nlpI	976	836	4007	2484	1180	746	2205	2151
mtr	258	379	156	108	281	423	70	99
deaD	9060	16565	2991	2665	16085	15939	2173	1604
ydiQ	11	16	12	9	12	25	5	5
hcaE	148	288	263	206	165	261	110	194
hcaR	204	891	129	241	319	628	100	146
hcaT	599	537	449	267	582	430	212	220
yphA	189	427	56	61	115	508	15	28
hcaD	246	583	88	78	174	493	35	53
hcaB	89	134	52	52	70	137	24	33
hcaC	53	115	29	28	46	118	7	9
blc	80	216	26	30	68	261	13	19
csiE	125	42	73	33	162	59	49	23
yfhR	11	6	27	20	11	8	12	20
fruK	544	1512	196	259	739	2114	118	186
iscU	10310	17420	2166	1836	11691	13896	836	804
iscA	4235	18168	1981	1821	3533	12083	729	830
hscB	1952	3221	1027	812	1885	2432	374	359
hscA	12251	14550	5778	3464	12383	14423	2436	2112
paoB	21	28	31	23	21	23	9	11
trmJ	10716	5623	2778	839	9456	6372	1060	685
iscR	4653	19512	1072	1840	5351	9904	340	637
iscS	30982	49022	5712	5872	37180	37774	2341	2589
aidB	77	141	79	41	126	182	50	48
yqhG	35	25	29	12	16	27	8	15
yjgL	185	60	93	27	114	43	29	28
yjhI	29	54	23	9	43	48	10	8
nuoL	4981	8027	3724	2911	8815	13859	2358	1994
fruA	910	4962	444	864	1379	5675	284	496
paoC	42	56	112	69	54	45	58	55
bcp	7698	7053	1287	863	4636	6718	418	800
yiaN	7	5	11	9	12	13	6	8
yjfN	18	25	15	5	18	19	14	3
dkgA	344	336	188	84	263	423	67	51
xylR	216	226	113	57	456	180	79	45
bax	1147	3189	696	656	1014	1687	247	426
malS	225	74	120	44	310	132	83	37
avtA	3162	4814	859	500	2425	4102	325	316
ysaA	104	85	78	39	40	50	38	22
yiaJ	744	987	368	161	463	803	105	119
yiaK	75	602	41	29	83	324	8	11
yiaL	14	8	19	12	5	5	6	4
gadW	184	116	53	24	117	135	20	25
yohK	416	210	228	78	194	246	55	60
yraI	8	3	10	3	10	8	4	11
gyrB	20698	9859	5562	1782	19700	14514	2346	1425
sgcE	39	50	20	17	37	51	16	15
yjfJ	25	12	13	4	10	13	1	7
kduI	469	824	126	105	799	788	72	72
yqeF	1294	2619	529	420	2463	2342	386	296
fusA	229778	296469	116203	54462	326313	320752	59554	31094
lysR	307	284	145	50	268	277	62	51
ygeA	6600	3962	3931	883	7218	3830	1775	507
araE	100402	43449	41156	10053	141345	47256	24714	6994
kduD	593	686	201	142	759	911	118	80
galR	1188	2040	477	374	1079	1656	220	240
lysA	155	1455	100	162	120	1136	40	100
yjgB	237	484	80	54	196	574	22	49
nuoF	6811	14150	4168	4154	10503	21545	2403	2633
gutQ	2563	2167	521	220	2179	2497	255	164
dnaN	4151	4846	1222	748	4970	5129	658	568
yijP	3714	4532	1457	701	4047	4409	639	457
spy	522	951	72	84	423	669	57	74
gldA	797	396	216	59	704	435	120	49
nuoE	4945	13109	1737	1830	6658	15157	905	1148
rnr	5118	6282	1893	837	4897	6076	827	552
deoA	1025	617	453	144	1692	1051	207	110
gdhA	1300	5231	558	667	1175	3921	230	431
ynjI	32	19	41	17	32	21	18	14
topB	1324	853	1326	541	1447	885	615	370
selD	4434	4041	1351	663	4299	3908	490	371
ynjE	660	205	171	54	793	316	114	26
ynjF	239	321	71	63	190	320	36	30
nudG	278	518	63	50	258	419	20	25
ynjH	1365	1981	144	87	451	1492	25	65
ydjA	2040	5186	380	300	1644	4279	166	162
sppA	1464	1912	794	390	1238	1621	292	254
leuE	275	396	101	89	0	325	7	50
arsC	228	291	37	21	176	277	18	30
dmlR	122	338	82	71	4	310	6	60
dmlA	120	135	49	48	15	130	24	32
metA	125	1550	63	165	91	1567	22	107
yeaV	15	16	51	24	36	24	16	25
yeaW	24	33	37	13	39	34	10	13
yjcD	1808	690	478	93	814	883	115	68
yjjI	567	85	114	16	380	82	83	17
aceB	2164	10759	920	1559	1421	11796	299	976
narH	498	162	210	84	1848	717	410	145
narJ	103	40	84	18	383	151	151	31
pdxJ	6573	5177	1198	486	4622	4704	491	309
insD-7	0	1	1	0	0	0	0	0
insC-6	0	0	0	0	0	0	0	0
ychN	3275	2785	390	160	1885	2567	136	110
ychO	136	176	115	56	86	150	28	45
chaB	36	106	17	12	32	89	2	3
chaC	97	161	92	83	80	136	34	61
narK	3957	102	1368	84	4840	493	1650	210
narG	6805	206	1931	94	12180	1839	3618	185
narL	3262	2329	391	212	2830	2381	199	125
